subject,Question,Option A,Option B,Option C,Option D,Answer,Year,Explaination
Commerce,Parallel lines across a cheque mean payment into,payee account,drawer account,drawee account,payer account,A,1994,
Commerce,Institution to boost Nigeria's world trade,NDIC,NERFUND,NIDB,NEXIM Bank,D,1994,
Commerce,Both direct and indirect credit enterprises,Co-operative & thrift,Retail co-op,Consumer co-op,Wholesaler co-op,A,1994,
Commerce,Stock exchange business characterized by,dealing,brokerage,speculations,transactions,C,1994,
Commerce,Second-Tier Securities Market is,NSE appendage,NSE member,for private companies,NSE regulating arm,A,1994,
Commerce,Elements of the marketing mix,Product/Promo/Place/Price,Selling/Ads/Research,Promo/Prod/Place/Price,Procure/Price/Prod/Place,A,1994,
Commerce,Item with the shortest effect on the consumer,Fashion,Innovation,Fad,Attribute,C,1994,
Commerce,Form of sales promotion,Radio advertising,Free samples,Printed materials,TV advertising,B,1994,
Commerce,Personal selling advantage over other promo,instant feedback,cheap cost,no mass media use,well trained people,A,1994,
Commerce,Must be present in an agency by agreement,Intentions,Will,Consent,Authority,C,1994,
Commerce,Agreement to sell vs sale; transfer is,not anticipated,not discussed,deferred,immediate,C,1994,
Commerce,"Offer N30, reply N29. The contract is",offer and acceptance,implied contract,simple contract,offer but no acceptance,D,1994,
Commerce,Nationalization ownership becomes that of,government,shareholders,taxpayers,indigenes,A,1994,
Commerce,Import Supervision Scheme set up to,reverse balance,promote fair trade,counteract fraud,ensure quality/value,D,1994,
Commerce,Power to withdraw food items from circulation,SON,High Courts,Ministry of Health,Health inspectors,C,1994,
Commerce,Maxim negating collective bargaining,individual weak base,union strength,only union benefits,covers majority,C,1994,
Commerce,NACCIMA stands for,Nig-Am Centre,Nig Assoc Culture,Nat Agency Culture,Nig Assoc Chambers,D,1994,
Commerce,"For powerful consumer assoc to exist, need",public support,honest leadership,allocation of goods,no external influence,B,1994,
Commerce,Most important business resource,Money,Management,Materials,Manpower,D,1994,
Commerce,Harmonious unit relationship ensured through,co-ordination,motivation,planning,leadership,A,1994,
Commerce,Principle of span of control stipulates,report to one,accountability,economize resources,workable maximum,D,1994,
Commerce,Makes other business functions its appendages,Production,Marketing,Finance,Personnel,B,1994,
Commerce,Use of computers in banking reflects,competitive dev,scientific dev,economic dev,technological dev,D,1994,
Commerce,Oil company building health centre fulfills,currying favor,spending profit,social responsibility,investing funds,C,1994,
Commerce,West African Clearing House operational date,1st July 1976,25th June 1975,14th March 1975,3rd May 1974,A,1994,
Commerce,Lake Chad Basin Commission founded to,expand water,increase navigation,dam for electricity,co-ordinate resources,D,1994,
Commerce,Factors to distinguish commercial undertakings,I and II only,I and III only,II and III only,III and IV only,B,1995,
Commerce,Nigeria commercial dev facilitated by,transport system,indigenization,medium of exchange,level of production,C,1995,
Commerce,Set of occupations with industrial workers,Extraction/Comm/Const,Mfg/Extract/Bank,Const/Quarry/Insurance,Mfg/Extract/Const,D,1995,
Commerce,Construction activities include building,bricklaying,shoemaking,blacksmithing,car assembling,A,1995,
Commerce,Partnership deed silent on profit sharing,value of business,capital ratio,equal proportion,duties performed,C,1995,
Commerce,Information in Articles of Association,Director rights,Objectives,Share capital amount,Limitation of liability,A,1995,
Commerce,Merger of two companies with same products,vertical integration,horizontal integration,lateral merger,acquisition,B,1995,
Commerce,Implication of incorporation,harder to raise loans,can sue/not be sued,property distinguished,liable for all debts,C,1995,
Commerce,Main advantage of a sole trader,employ anyone,seek advice,take quick decisions,plough profits back,C,1995,
Commerce,Voluntary liquidation receiver appointed by,creditors,debtors,directors,shareholders,D,1995,
Commerce,Company using more loans than equity is,bankrupt,solvent,highly geared,strong liquid,C,1995,
Commerce,Nominal value of a share in Memorandum,discounted value,stock value,face value,par value,D,1995,
Commerce,Public Ltd raising long-term loans through,capital market,money market,bank overdrafts,discount houses,A,1995,
Commerce,Factoring agent buys trade debts of,importers,exporters,nations,customers,B,1995,
Commerce,Index comparing current assets/liabilities,turnover,capital,ratio,balance,C,1995,
Commerce,Rights issue means issue of shares to,directors,founders,shareholders (votes),shareholders (fav terms),D,1995,
Commerce,Profit as percentage of cost of goods sold,margin,mark-up,gain percent,gross profit,B,1995,
Commerce,Cost of goods sold (from 1995 data),"N155,000","N95,000","N50,000","N30,000",B,1995,
Commerce,Channel of distribution middlemen set,Wholesalers/retail/agent,Mfg/consum/retail,Whol/agent/consum,Retail/mfg/whol,A,1995,
Commerce,Rebate on goods imported for re-export,customs draw back,export royalty,incentive,export rebate,A,1995,
Commerce,Foreign trade transactions paid via,CB cheques,bank drafts,letters of credit (irrev),embassy letters,C,1995,
Commerce,RRF Central Bank scheme means,Recording/Rediscount,Refinance/Recording,Refinance/Rediscount,Refinance/Reinvest,C,1995,
Commerce,Correct order of documents used,Debit/Order/Delivery,Order/Delivery/Invoice,Statement/Order/Inv,Invoice/Order/State,B,1995,
Commerce,Freight note is a document,govt transport,shipping charges,payment for imports,future payment,B,1995,
Commerce,"N600 invoice (5% 1mo, 2.5% 3mo) pay 2nd month",N570.00,N585.00,N594.00,N600.00,B,1995,
Commerce,Spot market goods available for,immediate delivery,short-term,long-term,end of year,A,1995,
Commerce,Main advantage of road transport,convenient/flexible,cheap/direct,common/fast,safe/available,A,1995,
Commerce,Risk sharing with other insurance companies,subrogation,contribution,re-insurance,indemnity,C,1995,
Commerce,Full cover against all risks at sea,Policy Particular Avg,Free of Partic Avg,Marine Freight,Marine Voyage,D,1995,
Commerce,Berne Union is also known as,Int. Credit Union,Int. Doc Credit,Int. Union Credit/Inv,Export Credit Guar,C,1995,
Commerce,Exchange items used before money,Cowries/iron/brass/wire,Iron/copper/manilla,Cowries/manilla/brass,Copper/brass/cowries,C,1995,
Commerce,Major liability of a commercial bank,customer deposits,loans/advances,overdrafts,staff allowances,A,1995,
Commerce,Bank statement document contains,order to pay,records of receipts,paying money in,withdrawal records,B,1995,
Commerce,NOT a function of the stock exchange,long-term loans,encouraging shares,assessing assets,quick wind-up,D,1995,
Commerce,"Analysis of self, consumers, and competitors",market analysis,marketing mix,opportunities analysis,market survey,C,1995,
Commerce,Breaking market into separate elements,differentiation,segmentation,penetration,identification,B,1995,
Commerce,Taking product to part of country for reaction,sales promotion,sampling,merchandizing,advertising,B,1995,
Commerce,Manufacturer product distinguishable by,catalogues,aggressive promo,branding/packaging,lower price,C,1995,
Commerce,Forms of sales promotion,Ads/Personal/Publicity,Ads/Skimming/Publicity,Pers/Pkg/Publicity,Ads/Pkg/Publicity,D,1995,
Commerce,Disadvantage of personal selling,increase operating cost,decrease operating cost,increase customers,reduce patronage,A,1995,
Commerce,Dress not ready on delivery date; Halima could,sue for damages,sue performance,seize another gown,regard as terminated,A,1995,
Commerce,Consumer sovereignty means consumer is,citizen,always independent,always wrong,always right,D,1995,
Commerce,State becomes only shareholder when,privatized,commercialized,indigenized,nationalized,C,1995,
Commerce,Public enterprises profit-oriented through,privatization,commercialization,indigenization,nationalization,B,1995,
Commerce,Organization representing labor engagers,NLC,NECA,MAN,NULGE,B,1995,
Commerce,Merit rating is practice of assessing for,ranking,advancement (merit),job grading,evaluation,B,1995,
Commerce,Motivation essential in management because it,staff welfare,achieve objectives,reduce friction,eliminate disharmony,B,1995,
Commerce,Direct authority of superior over subordinate,staff authority,line authority,line and staff,lateral authority,B,1995,
Commerce,Org structure changes if,partner dies,competition,seasonal variation,scope of ops changes,D,1995,
Commerce,Niger Basin Commission secretariat location,Ouagadougou,Abuja,Niamey,Bamako,C,1995,
Commerce,Direct authority of a superior over subordinate,staff authority,line authority,line and staff,lateral authority,B,1995,
Commerce,Firm's organizational structure changes if,partner dies,competition,seasonal variation,scope of ops changes,D,1995,
Commerce,Secretariat of the Niger Basin Commission,Ouagadougou,Abuja,Niamey,Bamako,C,1995,
Commerce,Components of commerce include,Trading/Ads,Warehousing/Trans,"I, II and IV","II, III and IV",C,1997,
Commerce,Royal Charter granted to Royal Niger Co. in,Dec 1888,May 1887,July 1886,Aug 1885,C,1997,
Commerce,Industries relying heavily on banking/insurance,transportation,retailing,manufacturing,railway,C,1997,
Commerce,Example of an indirect service provider,civil servants,family doctors,household servants,entertainers,A,1997,
Commerce,Who determines business objectives?,workers,government,society,promoters,D,1997,
Commerce,Partnerships are most suitable where,family friends,professionals,enough capital,govt regs ok,B,1997,
